<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>
BHN,20200120,20-01-20,73.9,73.9,73.9,73.9,230
BHN,20200117,17-01-20,73.9,73.9,73.9,73.9,10
BHN,20200116,16-01-20,72.9,73,72.9,73,30
BHN,20200115,15-01-20,71.8,73,71.5,73,2180
BHN,20200114,14-01-20,72.5,72.5,72.5,72.5,50
BHN,20200113,13-01-20,73,73.5,72,73.5,2900
BHN,20200110,10-01-20,74.5,74.5,73,74,3540
BHN,20200109,09-01-20,74.6,75.5,72.2,75,2780
BHN,20200108,08-01-20,75.6,77.5,75,77,1830
BHN,20200107,07-01-20,75.7,77.6,75.6,77.6,710
BHN,20200106,06-01-20,78,78,76.2,77.9,820
BHN,20200103,03-01-20,77.8,78,77.8,78,220
BHN,20200102,02-01-20,76,76.2,76,76.1,550
BHN,20191231,31-12-19,76.9,76.9,75.5,75.6,140
BHN,20191230,30-12-19,77.3,77.3,77.3,77.3,270
BHN,20191227,27-12-19,76.3,77.4,76.2,77.4,460
BHN,20191226,26-12-19,76.5,77.3,76.5,77.3,190
BHN,20191224,24-12-19,77.4,77.5,76.1,77.5,560
BHN,20191223,23-12-19,76.1,77.5,76.1,77.5,450
BHN,20191220,20-12-19,77.8,77.8,76,77.5,140
BHN,20191219,19-12-19,77.6,77.7,77.6,77.7,260
BHN,20191218,18-12-19,78.2,78.2,76.5,77.8,210
BHN,20191217,17-12-19,76.5,78.5,76.5,78.5,150
BHN,20191216,16-12-19,76.3,78.7,76.3,78.7,20
BHN,20191213,13-12-19,75.8,79.7,75.5,79.1,170
BHN,20191212,12-12-19,77.9,77.9,77.9,77.9,60
BHN,20191211,11-12-19,75.1,78.9,75.1,78.9,410
BHN,20191210,10-12-19,78.7,79,78.7,78.7,500
BHN,20191209,09-12-19,78,79.7,78,79.7,6920
BHN,20191206,06-12-19,77.9,78,77.1,78,480
BHN,20191205,05-12-19,75,77.9,75,77.9,160
BHN,20191204,04-12-19,76.9,78.3,76.9,78.3,51520
BHN,20191203,03-12-19,76.7,77.4,75,76.9,42240
BHN,20191202,02-12-19,74.1,77.9,74.1,77.4,1190
BHN,20191128,28-11-19,78.5,78.5,73.5,78.4,1040
BHN,20191127,27-11-19,77.5,78,77.5,78,160
BHN,20191125,25-11-19,76.8,77.9,76.8,77.5,1710
BHN,20191122,22-11-19,75.5,76.7,75,76.7,230
BHN,20191121,21-11-19,75,75,75,75,120
BHN,20191119,19-11-19,75.3,78.5,75.1,78.5,380
BHN,20191118,18-11-19,74.6,78.6,74.6,78.5,300
BHN,20191115,15-11-19,78.5,78.5,78.5,78.5,2730
BHN,20191114,14-11-19,78.5,78.5,77.1,78.5,1310
BHN,20191113,13-11-19,78.4,78.5,78.3,78.5,4030
BHN,20191112,12-11-19,75.5,75.6,75.5,75.6,290
BHN,20191111,11-11-19,74.3,80,74.2,76,380
BHN,20191108,08-11-19,80,80,73,76.4,1750
BHN,20191107,07-11-19,79,79,78.1,78.1,320
BHN,20191106,06-11-19,77.9,78,77.8,78,2780
BHN,20191105,05-11-19,72.4,77,72.4,77,1150
BHN,20191104,04-11-19,76.9,77.8,76.9,77.8,2920
BHN,20191101,01-11-19,76.5,76.8,76,76,1230
BHN,20191031,31-10-19,75.7,76.5,75.7,76.5,3010
BHN,20191029,29-10-19,74.5,75.2,74.5,75.2,2060
BHN,20191028,28-10-19,75.2,75.2,75,75,930
BHN,20191025,25-10-19,75.5,75.5,75,75.2,1790
BHN,20191024,24-10-19,76.4,76.4,74.8,74.8,3540
BHN,20191023,23-10-19,76.3,76.3,74.1,76,2230
BHN,20191022,22-10-19,71.1,76.9,71.1,75.5,1880
BHN,20191021,21-10-19,76,76.9,75.1,75.5,1070
BHN,20191018,18-10-19,75.9,76.9,75.9,76,1090
BHN,20191017,17-10-19,80.3,80.3,75.8,75.8,900
BHN,20191016,16-10-19,75.8,75.8,75,75.7,590
BHN,20191015,15-10-19,76.6,76.6,74.3,74.5,570
BHN,20191014,14-10-19,76.5,77,76.5,76.6,32470
BHN,20191011,11-10-19,76.5,76.5,76.5,76.5,330
BHN,20191010,10-10-19,76.3,76.5,76.3,76.5,510
BHN,20191009,09-10-19,76.4,76.4,76,76,70
BHN,20191008,08-10-19,76,76.5,75.7,76.5,34620
BHN,20191007,07-10-19,75.5,76,75.5,75.6,17240
BHN,20191004,04-10-19,74.5,75.5,74,75.4,17170
BHN,20191003,03-10-19,74,74.5,74,74.5,1350
BHN,20191002,02-10-19,76.3,76.3,75,75,5050
BHN,20191001,01-10-19,73.8,76.3,73.8,76.3,3000
BHN,20190930,30-09-19,74,74,73.5,73.8,2740
BHN,20190927,27-09-19,74.3,74.3,73.4,74,3550
BHN,20190926,26-09-19,76.4,76.4,73,74.5,1320
BHN,20190925,25-09-19,76.5,76.5,75.1,75.6,4630
BHN,20190924,24-09-19,77.5,77.5,76.9,76.9,2920
BHN,20190923,23-09-19,78.8,78.8,77.5,77.9,1730
BHN,20190920,20-09-19,78.5,79,78.5,78.8,1130
BHN,20190919,19-09-19,78,79,78,79,1590
BHN,20190918,18-09-19,78.5,79,78,78,3060
BHN,20190917,17-09-19,76,78,76,78,1830
BHN,20190916,16-09-19,79.4,80.1,78.8,79.3,10970
BHN,20190913,13-09-19,80.6,82,80.2,82,3610
BHN,20190912,12-09-19,80.6,82,80.6,82,2170
BHN,20190911,11-09-19,81.5,83,81.5,83,600
BHN,20190910,10-09-19,83,84,78.3,84,8650
BHN,20190909,09-09-19,87,87,83,84.1,1550
BHN,20190906,06-09-19,81,89.4,81,87,2790
BHN,20190905,05-09-19,85.9452,86.221,85.5775,86.1384,3870
BHN,20190904,04-09-19,86.4142,86.4142,85.4949,85.9546,11700
BHN,20190903,03-09-19,86.69,90.0914,86.4142,86.4142,10300
BHN,20190830,30-08-19,87.0577,87.0577,85.4949,85.4949,43470
BHN,20190829,29-08-19,86.8739,86.8739,85.4949,85.4949,390
BHN,20190828,28-08-19,86.1384,86.2303,85.1272,85.4949,1490
BHN,20190827,27-08-19,86.129,86.129,85.5775,86.1384,2830
BHN,20190826,26-08-19,85.9546,85.9546,84.5756,85.9546,1680
BHN,20190823,23-08-19,85.9546,85.9546,85.4949,85.9546,1040
BHN,20190822,22-08-19,87.0577,87.0577,85.9546,85.9546,2200
BHN,20190821,21-08-19,87.2321,87.2321,85.9452,87.1496,5440
BHN,20190820,20-08-19,87.3335,87.3335,85.9546,87.3335,1110
BHN,20190819,19-08-19,86.4142,87.977,85.9546,85.9546,1520
BHN,20190816,16-08-19,87.3335,87.7932,85.5868,86.4142,6450
BHN,20190815,15-08-19,87.4254,88.1609,86.4142,87.3335,3100
BHN,20190814,14-08-19,86.4048,89.622,86.4048,87.4254,16210
BHN,20190813,13-08-19,85.6694,86.4048,85.4856,85.8626,5560
BHN,20190812,12-08-19,85.9546,85.9546,85.6788,85.6788,3500
BHN,20190809,09-08-19,86.5886,86.5886,82.8199,85.8626,4900
BHN,20190808,08-08-19,87.3335,87.3335,86.5981,86.5981,1320
BHN,20190807,07-08-19,90.0914,90.0914,87.3335,87.3335,1430
BHN,20190806,06-08-19,86.4142,88.2528,86.4142,87.3335,23640
BHN,20190805,05-08-19,82.728,86.221,82.728,86.2303,160
BHN,20190801,01-08-19,88.0689,88.0689,86.4142,86.4142,20790
BHN,20190731,31-07-19,82.737,85.4949,81.8177,85.4949,980
BHN,20190730,30-07-19,85.4949,85.4949,84.5756,84.5756,240
BHN,20190729,29-07-19,87.2416,87.2416,84.5756,85.4949,60
BHN,20190726,26-07-19,85.4949,85.4949,85.4949,85.4949,20
BHN,20190725,25-07-19,85.4856,87.1402,85.4856,87.1496,50
BHN,20190724,24-07-19,86.3223,86.4142,86.3223,86.4142,39780
BHN,20190722,22-07-19,81.8177,85.9546,81.8177,85.403,3620
BHN,20190719,19-07-19,84.5756,86.4142,84.5756,86.4142,670
BHN,20190718,18-07-19,84.5756,88.2528,84.5756,85.4949,20150
BHN,20190717,17-07-19,88.2528,88.2528,84.5756,85.7707,30
BHN,20190716,16-07-19,86.69,89.1721,86.69,89.1721,53110
BHN,20190715,15-07-19,84.5756,87.3335,82.737,86.4142,69870
BHN,20190712,12-07-19,80.8065,84.3917,80.8065,83.5644,380
BHN,20190711,11-07-19,84.5756,84.5756,84.3917,84.5756,480
