<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>
FPT,20200401,01-04-20,34.8269,36.8755,34.8269,36.1073,1453030
FPT,20200331,31-03-20,35.4244,36.1926,34.2294,35.083,1663050
FPT,20200330,30-03-20,34.5668,35.0789,34.2254,34.4854,2157690
FPT,20200327,27-03-20,37.8998,37.8998,36.6194,36.7902,2633750
FPT,20200326,26-03-20,38.8343,39.133,37.7247,37.7291,2358310
FPT,20200325,25-03-20,39.2656,39.607,38.54,39.2656,2131790
FPT,20200324,24-03-20,38.412,38.412,37.1316,37.9852,2191500
FPT,20200323,23-03-20,39.3464,40.0292,37.8954,37.8998,2826690
FPT,20200320,20-03-20,41.1387,41.1814,40.4132,40.7167,1291360
FPT,20200319,19-03-20,40.6266,41.0534,40.6266,40.7167,1296590
FPT,20200318,18-03-20,41.8215,41.9069,41.2667,41.3142,1642800
FPT,20200317,17-03-20,41.3996,41.3996,39.6924,41.3996,2474650
FPT,20200316,16-03-20,41.1008,42.4239,40.546,40.6314,1898960
FPT,20200313,13-03-20,38.6636,42.675,38.5782,41.1008,2919140
