<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>
BID,20200413,13-04-20,36.7,37.7,36.6,37.15,1056950
BID,20200410,10-04-20,37.3,37.8,36.7,36.9,1198580
BID,20200409,09-04-20,37.95,38.6,37.65,37.7,1349000
BID,20200408,08-04-20,35.8,38,35.1,37.95,1456160
BID,20200407,07-04-20,37.5,37.7,36,37,1793050
BID,20200406,06-04-20,35.7,36.7,35.1,36.7,1881640
BID,20200403,03-04-20,32.6,34.3,32.6,34.3,1547020
BID,20200401,01-04-20,30.9,33,30.8,32.1,1190960
BID,20200331,31-03-20,32,32.15,29.5,30.85,1018770
BID,20200330,30-03-20,31,31.9,30.7,30.9,1369430
BID,20200327,27-03-20,33.1,33.75,32.4,33,1128210
BID,20200326,26-03-20,33,34.2,32.15,33.3,1148580
BID,20200325,25-03-20,33.4,33.45,32.8,33.2,1611980
BID,20200324,24-03-20,31,31.95,30.7,31.6,1227020
BID,20200323,23-03-20,31,31.9,30.8,30.8,2728710
BID,20200320,20-03-20,33.6,34.05,32.9,33.1,771320
BID,20200319,19-03-20,33.95,34.2,32.75,33.4,906470
BID,20200318,18-03-20,34,35.5,33.95,34.55,1743970
BID,20200317,17-03-20,33.8,33.9,30.6,33.8,1774340
BID,20200316,16-03-20,35,35.95,32.55,32.8,2191590
BID,20200313,13-03-20,34.15,36.7,34.15,35,2330290
BID,20200312,12-03-20,36.75,37.7,36.7,36.7,1531140
BID,20200311,11-03-20,43.5,43.5,39.45,39.45,1522030
BID,20200310,10-03-20,42.5,44,41.3,42.4,1366220
BID,20200309,09-03-20,43.7,44.7,43.6,43.6,944020
BID,20200306,06-03-20,45.5,47.15,45.5,46.85,555990
BID,20200305,05-03-20,46.55,47.25,46.5,46.65,872610
BID,20200304,04-03-20,47,47,45.9,46.15,658350
BID,20200303,03-03-20,46.8,47.75,45.7,46.9,1016900
BID,20200302,02-03-20,45.9,45.9,45,45.15,568290
BID,20200228,28-02-20,46,46.4,45.05,45.5,972320
BID,20200227,27-02-20,47,47.7,46.45,47.1,722680
BID,20200226,26-02-20,47.6,48.3,46.85,47,626350
BID,20200225,25-02-20,45,48.8,45,48.8,878610
BID,20200224,24-02-20,48.2,48.8,46.3,46.3,1081210
BID,20200221,21-02-20,51.3,51.3,48.75,49.5,2619020
BID,20200220,20-02-20,51.9,52,51.2,51.3,552810
BID,20200219,19-02-20,52,52.1,51.2,51.3,372250
BID,20200218,18-02-20,51.9,52.6,51.5,52,879430
BID,20200217,17-02-20,50.2,51.5,50.1,51.5,863730
BID,20200214,14-02-20,50.1,50.6,50,50,627040
BID,20200213,13-02-20,50.7,51,49.9,50.4,578820
BID,20200212,12-02-20,51.5,51.8,50.7,50.8,704550
BID,20200211,11-02-20,49.1,51.4,49.1,50.8,917080
BID,20200210,10-02-20,50.9,51.2,49.1,49.1,1111680
BID,20200207,07-02-20,52.7,53.3,51.6,51.7,1501140
BID,20200206,06-02-20,53.4,54.1,53,53.2,1469930
BID,20200205,05-02-20,54.9,55.2,53.5,53.5,718710
BID,20200204,04-02-20,54.4,54.7,53.6,54.4,1406270
BID,20200203,03-02-20,53.5,55,47.9,53.5,1562560
BID,20200131,31-01-20,52.3,53.6,51.5,51.5,1154570
BID,20200130,30-01-20,54.5,54.9,52,52.7,1388710
BID,20200122,22-01-20,54,55.8,53.8,55.5,781390
BID,20200121,21-01-20,53.3,54.5,53.3,54,609600
