<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>
VHM,20181221,21-12-18,75.8861,75.8861,73.0206,73.0206,1469270
VHM,20181220,20-12-18,75.8784,76.6688,75.8784,76.4789,184090
VHM,20181219,19-12-18,77.0718,77.0718,75.7873,76.5778,217620
VHM,20181218,18-12-18,75.0956,77.0718,74.6016,76.5778,323660
VHM,20181217,17-12-18,78.8504,78.9492,75.5897,76.5778,461140
VHM,20181214,14-12-18,79.3444,79.3444,78.554,78.8504,97030
VHM,20181213,13-12-18,79.1388,80.3244,79.1388,79.3444,162470
VHM,20181212,12-12-18,79.3364,79.4352,78.7436,79.3444,204900
VHM,20181211,11-12-18,80.4232,80.4232,78.9412,79.3444,141650
VHM,20181210,10-12-18,78.8504,79.048,78.0599,79.048,345240
VHM,20181207,07-12-18,80.4313,80.4313,79.048,79.048,250620
VHM,20181206,06-12-18,80.028,80.9172,79.534,80.4313,256140
VHM,20181205,05-12-18,79.048,81.5183,79.048,79.7397,384670
VHM,20181204,04-12-18,77.0718,82.0123,77.0718,81.0242,700280
VHM,20181203,03-12-18,77.5659,77.7635,76.7754,76.7754,194530
VHM,20181130,30-11-18,77.7635,77.9611,75.0956,76.8742,593960
VHM,20181129,29-11-18,77.5659,77.9611,77.467,77.7635,473940
VHM,20181128,28-11-18,77.064,77.4592,76.57,77.3682,170200
VHM,20181127,27-11-18,76.57,77.6568,76.4712,77.3682,399420
VHM,20181126,26-11-18,75.0956,76.3801,74.6016,76.0837,301550
VHM,20181123,23-11-18,76.076,76.8664,75.1868,75.1944,89640
VHM,20181122,22-11-18,74.6016,77.0718,74.1075,76.0837,504210
VHM,20181121,21-11-18,74.1075,74.898,72.3289,74.898,451550
VHM,20181120,20-11-18,71.242,74.6016,71.242,74.1075,500750
VHM,20181119,19-11-18,70.6492,72.0325,69.0682,72.0325,323690
VHM,20181116,16-11-18,73.606,74.0012,69.654,70.3527,788790
VHM,20181115,15-11-18,73.9099,74.898,73.6135,74.6016,301910
VHM,20181114,14-11-18,74.898,75.0956,74.1075,74.898,284050
VHM,20181113,13-11-18,72.2301,75.0956,72.2301,74.898,271790
VHM,20181112,12-11-18,74.5027,75.2932,74.2063,75.0956,274460
VHM,20181109,09-11-18,73.6135,75.6885,73.1194,75.0956,520370
VHM,20181108,08-11-18,72.5265,73.8111,72.1313,73.8111,481780
VHM,20181107,07-11-18,71.5384,71.8349,69.9575,71.8349,298710
VHM,20181106,06-11-18,72.1313,72.1313,70.1551,71.1432,379000
