<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>,<Trend>
ALT,20110228,28-02-11,10.6439,10.7121,10.5757,10.5764,5100,0
ALT,20110225,25-02-11,11.5309,11.5991,10.5757,10.5764,1200,0
ALT,20110224,24-02-11,11.5991,11.5991,10.8486,10.8493,600,0
ALT,20110223,23-02-11,11.1897,11.1897,11.1897,11.1905,400,1
ALT,20110222,22-02-11,12.2132,12.2132,11.0533,11.054,2400,0
ALT,20110221,21-02-11,12.0767,12.0767,11.5991,11.5999,1300,1
ALT,20110218,18-02-11,12.2132,12.2132,11.1897,11.1905,12900,0
ALT,20110217,17-02-11,11.5991,12.2132,11.5991,12.214,800,1
ALT,20110216,16-02-11,12.4861,12.4861,12.1449,12.1457,300,1
ALT,20110215,15-02-11,12.2132,12.2132,11.872,11.8728,1500,0
ALT,20110214,14-02-11,11.9403,11.9403,11.9403,11.941,2500,0
ALT,20110211,11-02-11,11.9403,12.2814,11.9403,12.2822,300,0
ALT,20110209,09-02-11,12.8955,12.8955,12.2814,12.4869,900,0
ALT,20110208,08-02-11,12.0085,12.6226,11.9403,12.6234,900,1
ALT,20110128,28-01-11,12.4179,12.4179,12.4179,12.4187,600,1
ALT,20110127,27-01-11,12.4861,12.8272,12.0767,12.1457,4200,1
ALT,20110126,26-01-11,12.4179,12.4179,11.9403,12.0093,1700,0
ALT,20110125,25-01-11,12.6908,12.6908,12.6908,12.6916,100,1
ALT,20110124,24-01-11,12.6226,12.6226,11.7356,12.2822,900,1
ALT,20110121,21-01-11,11.9403,11.9403,11.872,11.8728,400,0
ALT,20110120,20-01-11,12.8955,12.8955,11.9403,11.941,5100,0
ALT,20110119,19-01-11,11.9403,12.4179,11.9403,12.3505,1600,0
ALT,20110118,18-01-11,12.6226,12.6226,11.872,12.4869,2500,1
ALT,20110117,17-01-11,12.6908,12.6908,11.9403,11.941,3300,0
ALT,20110114,14-01-11,12.0085,12.0767,12.0085,12.0093,3400,0
ALT,20110113,13-01-11,12.6226,12.6226,12.6226,12.6234,200,1
ALT,20110112,12-01-11,12.8955,12.8955,12.0085,12.0093,7400,1
ALT,20110111,11-01-11,12.6226,12.8955,11.8038,11.8046,7100,0
ALT,20110110,10-01-11,12.8272,13.1002,11.9403,11.941,2700,0
ALT,20110107,07-01-11,12.5543,12.5543,12.4179,12.4869,6500,1
ALT,20110106,06-01-11,12.0085,12.0085,12.0085,12.0093,1000,0
ALT,20110105,05-01-11,12.8955,12.8955,12.0085,12.0093,1100,0
ALT,20110104,04-01-11,12.6226,12.6226,12.0085,12.0775,1900,1
ALT,20101231,31-12-10,12.0767,12.0767,11.9403,11.941,4000,0
ALT,20101230,30-12-10,12.2814,12.2814,12.1449,12.1457,5700,0
ALT,20101229,29-12-10,12.6908,12.759,12.1449,12.4869,28700,1
ALT,20101228,28-12-10,12.4179,12.4861,12.2814,12.2822,3900,0
ALT,20101227,27-12-10,13.4413,13.4413,12.2814,12.2822,4000,0
ALT,20101223,23-12-10,12.9637,12.9637,12.8955,12.8963,200,1
ALT,20101222,22-12-10,13.0319,13.0319,12.2814,12.2822,2600,0
ALT,20101221,21-12-10,13.0319,13.0319,12.2814,12.4187,6400,0
ALT,20101220,20-12-10,13.3049,13.3049,12.4861,12.4869,3100,0
ALT,20101217,17-12-10,13.5778,13.5778,12.5543,12.5552,4000,1
ALT,20101216,16-12-10,13.7142,13.7142,12.2814,12.3505,4000,0
ALT,20101215,15-12-10,13.646,13.646,12.6226,12.6234,800,0
ALT,20101214,14-12-10,13.9189,13.9189,12.6908,12.6916,1700,0
ALT,20101213,13-12-10,13.9189,13.9189,12.8272,13.0328,4700,1
ALT,20101210,10-12-10,13.5778,13.646,12.6226,12.6234,2900,0
ALT,20101209,09-12-10,12.6226,14.1918,12.6226,12.6234,9300,0
ALT,20101208,08-12-10,13.5095,13.5095,13.5095,13.5104,100,0
ALT,20101206,06-12-10,14.533,14.533,14.1918,14.1928,6500,1
ALT,20101203,03-12-10,13.9189,14.3283,13.646,13.7151,3600,1
ALT,20101202,02-12-10,14.0554,14.0554,12.759,13.1693,6600,0
ALT,20101201,01-12-10,13.5778,13.7142,13.5778,13.7151,10700,0
ALT,20101130,30-11-10,14.2601,14.2601,13.7825,14.1246,8300,1
ALT,20101129,29-11-10,14.0554,14.0554,12.9637,13.2375,13400,1
ALT,20101126,26-11-10,13.2366,13.2366,12.4861,12.4869,10700,0
ALT,20101125,25-11-10,12.4861,12.4861,12.4861,12.4869,500,0
ALT,20101123,23-11-10,13.3731,13.3731,13.3731,13.374,300,1
ALT,20101122,22-11-10,13.2366,13.2366,11.9403,11.941,1100,0
ALT,20101119,19-11-10,13.3731,13.3731,12.0767,12.1457,800,0
ALT,20101118,18-11-10,12.9637,12.9637,12.9637,12.9646,100,1
ALT,20101117,17-11-10,11.9403,12.2132,11.9403,12.214,800,0
ALT,20101116,16-11-10,13.3049,13.3049,12.2814,12.2822,700,0
ALT,20101115,15-11-10,13.2366,13.2366,12.2814,12.2822,1500,1
ALT,20101112,12-11-10,13.3049,13.3049,12.1449,12.1457,1700,0
ALT,20101111,11-11-10,13.5778,13.5778,12.3496,12.3505,1200,0
ALT,20101110,10-11-10,13.2366,13.2366,12.6908,12.6916,500,0
ALT,20101109,09-11-10,12.6908,12.6908,12.6908,12.6916,3400,0
ALT,20101108,08-11-10,13.646,13.646,13.646,13.6469,300,0
ALT,20101105,05-11-10,13.1684,13.7142,13.1684,13.7151,300,1
ALT,20101104,04-11-10,13.1684,13.1684,13.1684,13.1693,200,1
ALT,20101103,03-11-10,13.5778,13.5778,11.9403,12.3505,3000,0
ALT,20101102,02-11-10,12.6908,13.1002,12.2814,13.101,1900,0
ALT,20101101,01-11-10,13.9189,13.9189,12.8955,13.1693,6000,0
ALT,20101029,29-10-10,13.5778,13.5778,13.5778,13.5787,100,1
ALT,20101028,28-10-10,13.5778,13.5778,12.8955,12.8963,900,0
ALT,20101027,27-10-10,14.6695,14.6695,12.9637,13.101,2600,0
ALT,20101026,26-10-10,13.7825,13.7825,13.7825,13.7834,100,1
ALT,20101025,25-10-10,13.7142,13.7142,12.6226,13.0328,4700,0
ALT,20101022,22-10-10,13.7825,13.7825,12.9637,13.4422,6200,0
ALT,20101021,21-10-10,13.5095,13.5778,12.6226,13.5787,2200,1
ALT,20101020,20-10-10,14.1918,14.1918,12.9637,12.9646,1500,0
ALT,20101019,19-10-10,14.2601,14.2601,13.1684,13.1693,1100,0
ALT,20101018,18-10-10,13.9189,13.9189,13.9189,13.9198,200,1
ALT,20101015,15-10-10,14.6695,14.6695,13.3049,13.3057,1300,0
ALT,20101013,13-10-10,15.0106,15.0106,13.4413,13.4422,200,0
ALT,20101012,12-10-10,14.9424,14.9424,13.646,13.6469,200,0
ALT,20101011,11-10-10,13.9872,13.9872,13.9872,13.9881,1500,0
ALT,20101008,08-10-10,14.3283,14.3283,14.2601,14.261,200,1
ALT,20101007,07-10-10,13.4413,13.4413,13.3731,13.374,7000,0
ALT,20101006,06-10-10,14.3283,14.3283,13.3731,13.374,2400,0
ALT,20101005,05-10-10,13.5095,13.5095,13.3731,13.374,300,0
ALT,20101004,04-10-10,14.2601,14.2601,14.2601,14.261,100,1
ALT,20101001,01-10-10,13.9872,13.9872,13.5095,13.5104,300,1
ALT,20100930,30-09-10,14.3283,14.3283,13.1684,13.1693,2100,0
ALT,20100929,29-09-10,14.6012,14.6012,13.7825,13.9881,3100,0
ALT,20100928,28-09-10,14.3283,14.3283,13.3049,13.9881,700,1
ALT,20100927,27-09-10,13.5095,13.5095,13.5095,13.5104,200,0
ALT,20100924,24-09-10,14.2601,14.2601,14.2601,14.261,100,1
ALT,20100923,23-09-10,13.5778,13.646,13.5095,13.5787,6100,0
ALT,20100922,22-09-10,14.3283,14.3283,13.7825,13.7834,4600,1
ALT,20100921,21-09-10,13.7825,13.9189,13.5095,13.5104,3100,0
ALT,20100920,20-09-10,13.9872,13.9872,13.646,13.6469,600,1
ALT,20100917,17-09-10,13.9872,13.9872,13.5095,13.5104,2100,0
ALT,20100916,16-09-10,13.4413,13.5095,13.4413,13.5104,200,1
ALT,20100915,15-09-10,13.8507,13.9189,12.8955,12.8963,3000,0
ALT,20100914,14-09-10,14.0554,14.0554,12.9637,12.9646,2600,0
ALT,20100913,13-09-10,14.533,14.533,13.1684,13.3057,1300,0
ALT,20100910,10-09-10,15.0106,15.0106,13.646,13.6469,10200,0
ALT,20100909,09-09-10,14.6695,14.6695,14.6695,14.6704,100,1
ALT,20100908,08-09-10,15.0106,15.0106,13.5095,13.5104,200,0
ALT,20100907,07-09-10,14.2601,14.3283,14.2601,14.3293,200,1
ALT,20100906,06-09-10,14.6695,14.6695,13.646,13.9881,1100,1
ALT,20100901,01-09-10,14.8741,14.8741,13.4413,13.4422,5000,0
ALT,20100831,31-08-10,14.6012,14.6012,13.9872,14.261,1900,1
ALT,20100830,30-08-10,13.8507,13.8507,13.3731,13.374,600,1
ALT,20100827,27-08-10,12.9637,12.9637,12.9637,12.9646,5200,0
ALT,20100826,26-08-10,14.0554,14.0554,12.9637,12.9646,10900,0
ALT,20100825,25-08-10,15.0106,15.0106,13.3049,13.374,7700,0
ALT,20100824,24-08-10,14.533,15.3518,14.1236,14.1246,5100,0
ALT,20100823,23-08-10,15.6929,15.8294,14.3283,14.3293,7800,0
ALT,20100820,20-08-10,15.4882,15.4882,14.3283,14.8751,7100,0
ALT,20100819,19-08-10,15.5564,15.6929,14.3283,15.0798,10600,1
ALT,20100818,18-08-10,15.8976,15.8976,14.8059,14.8069,4200,0
ALT,20100817,17-08-10,16.2387,16.2387,15.0106,15.0116,2100,0
ALT,20100816,16-08-10,16.2387,16.2387,15.0106,15.6257,9900,1
ALT,20100813,13-08-10,15.6247,15.8294,15.4882,15.5575,2700,1
ALT,20100812,12-08-10,16.2387,16.2387,14.7377,14.7387,17100,0
ALT,20100811,11-08-10,15.8976,15.8976,14.9424,15.6939,6100,1
ALT,20100810,10-08-10,15.3518,15.3518,14.7377,15.0798,15500,1
ALT,20100809,09-08-10,15.5564,15.6929,14.7377,14.7387,2300,0
ALT,20100806,06-08-10,15.4882,15.4882,14.7377,15.421,5000,1
ALT,20100805,05-08-10,15.6247,15.6247,14.7377,15.2163,1800,1
ALT,20100804,04-08-10,15.6929,15.6929,14.7377,15.0116,6000,1
ALT,20100803,03-08-10,15.7611,15.7611,14.7377,14.8751,4400,0
ALT,20100802,02-08-10,14.8741,15.6929,14.7377,15.6939,4800,1
ALT,20100730,30-07-10,17.194,17.194,15.0106,15.0116,7000,0
ALT,20100729,29-07-10,16.9893,16.9893,15.3518,16.3763,600,1
ALT,20100728,28-07-10,17.0575,17.0575,15.2153,15.2163,1900,0
ALT,20100727,27-07-10,16.307,16.3752,15.7611,16.1034,30000,1
ALT,20100726,26-07-10,15.42,15.42,15.1471,15.421,17500,1
ALT,20100723,23-07-10,14.533,15.0106,14.3965,15.0116,6200,0
ALT,20100722,22-07-10,15.2153,15.2835,15.2153,15.2845,500,1
ALT,20100721,21-07-10,15.3518,15.3518,14.6695,14.7387,12000,0
ALT,20100720,20-07-10,15.6247,15.6247,15.0106,15.0798,3900,0
ALT,20100719,19-07-10,16.1705,16.1705,15.2835,15.2845,1100,1
ALT,20100716,16-07-10,16.0341,16.0341,15.2153,15.2163,1400,1
ALT,20100715,15-07-10,16.1705,16.1705,15.0106,15.0116,2000,0
ALT,20100714,14-07-10,16.0341,16.3752,15.1471,15.1481,4000,0
ALT,20100713,13-07-10,15.3518,15.4882,15.3518,15.3528,1600,1
ALT,20100712,12-07-10,16.0341,16.0341,15.2153,15.2163,4700,1
ALT,20100709,09-07-10,15.6929,15.6929,15.0106,15.0116,300,1
ALT,20100708,08-07-10,15.6929,15.6929,14.6695,14.8069,3500,0
ALT,20100707,07-07-10,16.0341,16.0341,14.6695,14.9434,2200,1
ALT,20100706,06-07-10,16.0341,16.0341,14.8059,14.8751,1800,0
ALT,20100705,05-07-10,16.0341,16.0341,15.6929,15.6939,200,1
ALT,20100702,02-07-10,15.6247,15.6247,15.0788,15.0798,200,1
ALT,20100701,01-07-10,15.5564,15.5564,15.0106,15.0116,1300,1
ALT,20100630,30-06-10,15.5564,15.5564,14.533,14.534,4200,0
ALT,20100629,29-06-10,16.0341,16.0341,15.0106,15.3528,4900,1
ALT,20100628,28-06-10,15.0106,15.0106,15.0106,15.0116,200,1
ALT,20100625,25-06-10,15.1471,15.1471,14.8059,14.8069,600,0
ALT,20100624,24-06-10,14.8741,15.3518,14.8741,15.3528,4200,1
ALT,20100623,23-06-10,15.1471,15.1471,14.3965,14.9434,400,1
ALT,20100622,22-06-10,15.1471,15.1471,14.6695,14.7387,4800,1
ALT,20100621,21-06-10,15.2835,15.2835,14.6695,14.6704,2100,0
ALT,20100618,18-06-10,15.2153,15.2153,15.2153,15.2163,100,1
ALT,20100617,17-06-10,15.0106,15.0106,14.6695,14.8069,4800,0
ALT,20100616,16-06-10,15.2835,15.2835,14.4648,15.0116,2500,1
ALT,20100615,15-06-10,14.9424,14.9424,14.3965,14.8751,800,1
ALT,20100614,14-06-10,14.6695,14.6695,14.3283,14.6022,800,1
ALT,20100611,11-06-10,14.1918,14.533,13.8507,14.534,2600,1
ALT,20100610,10-06-10,14.0554,14.0554,14.0554,14.0563,100,1
ALT,20100609,09-06-10,14.6695,14.6695,13.7142,13.7151,2000,0
ALT,20100608,08-06-10,13.8507,14.3283,13.5778,13.7151,5000,1
ALT,20100607,07-06-10,14.0554,14.0554,13.646,13.6469,7100,0
ALT,20100604,04-06-10,15.42,15.42,13.9872,14.0563,11200,0
ALT,20100603,03-06-10,15.0106,15.3518,14.533,14.534,2300,0
ALT,20100602,02-06-10,15.0106,15.0106,14.3283,14.6704,3700,0
ALT,20100601,01-06-10,15.3518,15.3518,15.3518,15.3528,100,1
ALT,20100531,31-05-10,15.1471,15.1471,14.4648,14.4657,700,0
ALT,20100528,28-05-10,15.0106,15.2835,14.6695,15.2845,2200,1
ALT,20100527,27-05-10,15.6247,15.6247,14.2601,14.261,5200,0
ALT,20100526,26-05-10,14.8059,14.8059,14.7377,14.8069,2200,1
ALT,20100525,25-05-10,13.9176,13.9176,13.8516,13.8521,5900,0
ALT,20100524,24-05-10,14.5112,14.5112,13.5218,13.8521,2300,1
ALT,20100521,21-05-10,13.8516,13.8516,13.7856,13.7861,11200,0
ALT,20100520,20-05-10,15.1048,15.1048,14.7091,14.7096,500,1
ALT,20100519,19-05-10,14.4452,14.4452,14.3133,14.3138,10100,0
ALT,20100518,18-05-10,15.3687,15.3687,15.3687,15.3692,100,1
ALT,20100517,17-05-10,13.8516,15.6985,13.7856,14.5117,26800,0
ALT,20100514,14-05-10,14.9729,14.9729,14.5772,14.9075,10500,1
ALT,20100513,13-05-10,14.841,15.8304,14.841,14.8415,4300,0
ALT,20100512,12-05-10,16.0942,16.0942,14.5772,14.8415,14400,0
ALT,20100511,11-05-10,16.1602,16.1602,15.1708,15.831,8300,1
ALT,20100510,10-05-10,16.424,16.424,14.841,15.5011,21000,0
ALT,20100507,07-05-10,16.8198,16.8198,15.4346,16.1608,12600,0
ALT,20100506,06-05-10,16.7538,16.7538,16.0283,16.6885,38500,1
ALT,20100505,05-05-10,16.8858,16.8858,16.0942,16.4906,21700,1
ALT,20100504,04-05-10,15.7644,15.8304,15.7644,15.831,28400,1
ALT,20100429,29-04-10,15.1048,15.1048,14.5772,14.9735,5400,1
ALT,20100428,28-04-10,14.5112,14.6431,14.3793,14.3798,11500,0
ALT,20100427,27-04-10,15.6325,15.6325,14.5772,14.5777,9500,0
ALT,20100426,26-04-10,15.8304,16.2262,15.1048,15.1054,3800,0
ALT,20100422,22-04-10,16.0283,16.0283,15.1708,15.1713,22800,0
ALT,20100421,21-04-10,14.841,15.2368,14.5112,15.2373,41400,1
ALT,20100420,20-04-10,14.2474,14.3793,14.0495,14.2479,16800,1
ALT,20100419,19-04-10,13.3239,14.1814,13.3239,14.1819,6100,0
ALT,20100416,16-04-10,14.3133,14.3133,14.1814,14.1819,4700,1
ALT,20100415,15-04-10,14.2474,14.2474,14.0495,14.1159,4000,1
ALT,20100414,14-04-10,14.907,14.907,13.5878,13.8521,20400,0
ALT,20100413,13-04-10,14.907,14.907,13.9176,13.9181,2300,0
ALT,20100412,12-04-10,14.775,15.1708,13.9835,14.2479,8500,1
ALT,20100409,09-04-10,15.1708,15.1708,13.6537,13.8521,22100,0
ALT,20100408,08-04-10,15.1708,15.1708,14.5112,14.5117,1800,0
ALT,20100407,07-04-10,15.1048,15.1048,14.3133,14.5117,3500,0
ALT,20100406,06-04-10,14.7091,14.907,14.7091,14.8415,6800,1
ALT,20100405,05-04-10,15.1708,15.1708,13.9176,13.9181,2200,0
ALT,20100402,02-04-10,14.775,14.775,14.775,14.7756,100,1
ALT,20100401,01-04-10,14.3793,14.4452,14.3793,14.4458,1100,1
ALT,20100331,31-03-10,15.0389,15.0389,14.0495,14.1159,1600,0
ALT,20100330,30-03-10,15.1048,15.1048,15.1048,15.1054,100,0
ALT,20100329,29-03-10,15.5006,15.6325,15.5006,15.6331,300,1
ALT,20100325,25-03-10,15.7644,15.7644,15.3687,15.3692,200,1
ALT,20100324,24-03-10,15.5006,15.5006,15.1708,15.1713,1100,1
ALT,20100323,23-03-10,15.6985,15.6985,14.3793,14.3798,13100,0
ALT,20100322,22-03-10,15.8304,15.8304,15.0389,15.0394,200,0
ALT,20100319,19-03-10,15.1708,15.8964,15.1708,15.1713,2100,0
ALT,20100318,18-03-10,15.8304,15.8304,15.1708,15.1713,3500,0
ALT,20100317,17-03-10,15.8304,15.8304,15.1708,15.1713,400,1
ALT,20100316,16-03-10,16.1602,16.1602,15.0389,15.0394,9200,0
ALT,20100315,15-03-10,16.6879,16.6879,15.1708,15.6331,1600,0
ALT,20100312,12-03-10,15.5006,15.6325,15.5006,15.6331,1500,1
ALT,20100311,11-03-10,16.49,16.49,15.5666,15.5671,1100,0
ALT,20100310,10-03-10,16.7538,16.7538,16.6219,16.6225,500,1
ALT,20100309,09-03-10,15.6985,15.6985,15.6325,15.699,10000,1
ALT,20100308,08-03-10,16.1602,16.1602,14.5112,14.8415,1800,0
ALT,20100305,05-03-10,16.49,16.49,14.9729,16.4246,2000,1
ALT,20100304,04-03-10,16.1602,16.1602,16.0283,16.0288,400,1
ALT,20100303,03-03-10,15.8304,15.8304,15.8304,15.831,100,1
ALT,20100302,02-03-10,14.907,15.5666,14.7091,14.8415,2000,1
ALT,20100301,01-03-10,16.1602,16.2921,14.5112,14.5117,1300,1
ALT,20100226,26-02-10,16.0283,16.0283,14.1814,14.1819,600,0
ALT,20100225,25-02-10,16.0283,16.0283,14.907,14.9075,900,0
ALT,20100224,24-02-10,17.1496,17.1496,15.9623,15.9629,1800,0
ALT,20100222,22-02-10,17.1496,17.1496,17.1496,17.1502,100,1
ALT,20100212,12-02-10,16.3581,16.3581,16.3581,16.3587,800,0
ALT,20100211,11-02-10,16.3581,16.3581,16.3581,16.3587,200,1
ALT,20100210,10-02-10,15.3027,15.3027,15.3027,15.3033,100,0
ALT,20100209,09-02-10,15.3687,15.3687,15.3687,15.3692,200,0
ALT,20100205,05-02-10,16.424,16.424,16.424,16.4246,100,1
ALT,20100204,04-02-10,16.49,16.49,15.4346,15.4352,200,0
ALT,20100203,03-02-10,16.49,16.49,16.49,16.4906,100,1
ALT,20100202,02-02-10,16.49,16.49,15.3027,15.3692,300,0
ALT,20100201,01-02-10,17.1496,17.1496,16.1602,16.1608,400,0
ALT,20100129,29-01-10,16.49,16.49,16.49,16.4906,100,1
ALT,20100128,28-01-10,15.9623,15.9623,15.9623,15.9629,100,1
ALT,20100127,27-01-10,16.6219,16.6219,14.907,14.9075,2600,0
ALT,20100126,26-01-10,16.8198,16.8198,15.1708,15.3692,5600,0
ALT,20100125,25-01-10,17.0836,17.0836,15.3687,17.0183,2000,1
ALT,20100122,22-01-10,16.49,16.49,16.49,16.4906,100,0
ALT,20100121,21-01-10,16.8198,16.8198,15.1708,16.4906,2100,1
ALT,20100120,20-01-10,16.0283,16.0283,15.9623,15.9629,400,0
ALT,20100119,19-01-10,17.1496,17.1496,17.1496,17.1502,100,0
ALT,20100118,18-01-10,17.1496,17.1496,17.1496,17.1502,100,0
ALT,20100115,15-01-10,17.1496,17.1496,17.1496,17.1502,100,1
ALT,20100114,14-01-10,17.1496,17.1496,16.1602,16.1608,200,1
ALT,20100113,13-01-10,16.7538,16.7538,15.8304,15.831,2500,1
ALT,20100112,12-01-10,15.8304,15.8304,15.6985,15.699,900,0
ALT,20100111,11-01-10,17.1496,17.1496,15.6985,15.699,4700,0
ALT,20100108,08-01-10,17.4794,17.4794,16.1602,16.1608,200,0
ALT,20100107,07-01-10,18.0071,18.0071,16.1602,17.48,700,1
ALT,20100106,06-01-10,17.6773,17.6773,17.3475,17.3481,2100,1
ALT,20100105,05-01-10,17.8092,17.8092,16.6219,16.6225,400,0
ALT,20100104,04-01-10,16.49,16.9517,16.49,16.8204,10000,1
ALT,20091231,31-12-09,16.8198,16.8198,15.5006,15.5671,1800,0
ALT,20091230,30-12-09,15.8304,15.8304,15.8304,15.831,700,1
ALT,20091229,29-12-09,16.6879,16.6879,14.6431,14.8415,2400,0
ALT,20091228,28-12-09,17.6113,17.6773,15.4346,15.5011,7300,0
ALT,20091225,25-12-09,17.8092,17.8092,16.1602,17.1502,1000,0
ALT,20091224,24-12-09,17.3475,17.3475,17.3475,17.3481,100,1
ALT,20091223,23-12-09,18.073,18.073,16.49,16.4906,700,0
ALT,20091222,22-12-09,17.1496,18.139,17.1496,18.1396,600,1
ALT,20091221,21-12-09,17.8092,18.0071,16.8198,17.1502,900,1
ALT,20091218,18-12-09,17.8092,18.139,16.7538,16.8204,2900,0
ALT,20091217,17-12-09,17.8092,17.8092,17.8092,17.8098,100,0
ALT,20091216,16-12-09,18.2709,18.2709,18.2709,18.2716,100,1
ALT,20091215,15-12-09,17.8092,17.8092,17.8092,17.8098,100,1
ALT,20091214,14-12-09,16.8198,16.8198,16.8198,16.8204,100,1
ALT,20091211,11-12-09,17.7432,17.7432,15.5006,15.5011,500,0
ALT,20091210,10-12-09,16.6219,16.6219,16.6219,16.6225,100,0
ALT,20091209,09-12-09,17.8092,17.8092,17.8092,17.8098,100,1
ALT,20091208,08-12-09,17.8092,17.8092,17.6773,17.6779,600,1
ALT,20091207,07-12-09,17.8092,17.8092,17.1496,17.1502,3100,1
ALT,20091204,04-12-09,16.9517,16.9517,16.9517,16.9523,100,1
ALT,20091203,03-12-09,15.9623,15.9623,15.6985,15.699,3200,0
ALT,20091202,02-12-09,16.8198,16.8198,16.8198,16.8204,2000,0
ALT,20091201,01-12-09,17.5454,17.5454,16.6219,17.48,5400,1
ALT,20091130,30-11-09,17.7432,17.7432,16.49,16.8204,1100,1
ALT,20091127,27-11-09,16.8198,16.8858,16.3581,16.3587,300,1
ALT,20091126,26-11-09,16.49,17.9411,15.6985,15.765,3800,1
ALT,20091125,25-11-09,17.6113,17.6113,15.5006,15.5011,3400,0
ALT,20091124,24-11-09,15.8304,17.6773,15.6985,17.6779,1800,1
ALT,20091123,23-11-09,18.0052,18.0052,16.0113,16.0134,10100,0
ALT,20091120,20-11-09,16.9176,17.5218,16.9176,16.9199,5800,0
ALT,20091119,19-11-09,17.2197,17.2197,16.9176,17.0407,1300,1
ALT,20091118,18-11-09,17.6426,17.6426,16.9176,16.9199,2600,1
ALT,20091117,17-11-09,18.3677,18.3677,16.7968,16.799,5000,0
ALT,20091116,16-11-09,18.4281,18.7302,17.2801,17.5241,1000,1
ALT,20091113,13-11-09,18.4281,18.4281,16.9176,16.9199,3400,0
ALT,20091112,12-11-09,18.4281,18.4281,16.6155,17.8263,1200,1
ALT,20091111,11-11-09,17.8239,17.8239,17.5218,17.5241,300,1
ALT,20091110,10-11-09,18.7302,18.7302,16.9176,16.9199,2200,1
ALT,20091109,09-11-09,18.3677,18.4281,16.6155,16.6177,3800,0
ALT,20091106,06-11-09,18.3677,18.3677,17.2197,18.068,2400,1
ALT,20091105,05-11-09,18.2468,18.2468,17.0989,17.1012,3400,1
ALT,20091104,04-11-09,18.1864,18.1864,16.8572,16.8594,14100,0
ALT,20091103,03-11-09,18.4281,18.4281,18.126,18.1284,5100,1
ALT,20091102,02-11-09,18.0656,18.0656,16.9176,16.9199,1700,0
ALT,20091030,30-10-09,17.8843,17.8843,16.6759,17.5241,5900,1
ALT,20091029,29-10-09,18.0656,18.0656,16.3134,17.1616,4700,0
ALT,20091028,28-10-09,17.5218,18.7302,17.0384,17.1616,3300,0
ALT,20091027,27-10-09,17.5218,17.5218,17.5218,17.5241,1500,0
ALT,20091026,26-10-09,20.3615,20.3615,17.7031,18.0076,7600,0
ALT,20091023,23-10-09,19.9386,19.9386,18.1864,19.337,10400,0
ALT,20091022,22-10-09,20.5428,20.8449,19.274,19.3974,9000,0
ALT,20091021,21-10-09,21.147,21.147,19.3344,21.029,3700,1
ALT,20091020,20-10-09,19.8782,19.8782,19.3344,19.8808,30900,1
ALT,20091019,19-10-09,18.6094,18.6094,18.126,18.6119,30100,1
ALT,20091016,16-10-09,17.5218,18.6698,16.7363,17.222,13800,0
ALT,20091015,15-10-09,18.126,18.126,17.2197,18.068,2800,1
ALT,20091014,14-10-09,16.3134,17.8239,16.3134,17.8263,12100,1
ALT,20091013,13-10-09,17.1593,17.1593,16.3738,16.6177,1300,1
ALT,20091012,12-10-09,16.1926,16.4947,16.1321,16.3156,9500,1
ALT,20091009,09-10-09,16.3134,16.3134,15.83,16.2552,14100,1
ALT,20091008,08-10-09,16.6155,16.6155,15.7092,15.7113,4200,0
ALT,20091007,07-10-09,16.4342,16.6155,16.0113,16.3156,2900,1
ALT,20091006,06-10-09,16.9176,16.9176,15.7092,15.7113,7100,0
ALT,20091005,05-10-09,17.4614,17.4614,15.7092,16.3156,4900,1
ALT,20091002,02-10-09,16.6759,16.6759,15.7092,15.7113,300,0
ALT,20091001,01-10-09,17.2801,17.2801,15.2258,16.6177,31800,1
ALT,20090930,30-09-09,17.3405,17.3405,15.2863,15.2883,200,0
ALT,20090929,29-09-09,18.3677,18.3677,16.0717,16.1947,19500,0
ALT,20090928,28-09-09,17.2197,17.4614,17.1593,17.1616,2700,1
ALT,20090925,25-09-09,17.6426,17.6426,16.3134,16.9199,5900,1
ALT,20090924,24-09-09,17.401,17.401,16.3134,16.6177,2800,1
ALT,20090923,23-09-09,17.401,17.401,16.3134,16.3156,1700,0
ALT,20090922,22-09-09,17.3405,17.3405,16.253,16.3156,10600,1
ALT,20090921,21-09-09,16.3738,16.3738,16.253,16.2552,5300,1
ALT,20090918,18-09-09,15.6488,15.7092,15.2258,15.7113,12400,0
ALT,20090917,17-09-09,16.3134,16.3134,16.3134,16.3156,100,1
ALT,20090916,16-09-09,15.5884,16.1926,15.5279,15.53,4200,1
ALT,20090915,15-09-09,16.3134,16.3134,15.0446,15.107,4100,0
ALT,20090914,14-09-09,15.2258,15.7092,14.7425,15.5904,16800,1
ALT,20090911,11-09-09,15.105,15.105,14.5008,15.0466,15700,1
ALT,20090910,10-09-09,14.9842,14.9842,14.6216,14.6236,5100,0
ALT,20090909,09-09-09,15.2258,15.2258,14.6821,14.684,7200,0
ALT,20090908,08-09-09,15.105,15.105,14.9842,14.9862,4100,1
ALT,20090907,07-09-09,14.8029,14.8029,14.6216,14.684,1200,1
ALT,20090904,04-09-09,15.5279,15.5279,13.6549,13.6568,4400,0
ALT,20090903,03-09-09,15.7696,15.7696,14.5008,14.8049,4200,0
ALT,20090901,01-09-09,15.83,15.83,15.2258,15.2279,7500,0
ALT,20090831,31-08-09,15.4071,15.4071,15.105,15.4092,16800,1
