<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>,<Trend>
ALT,20130402,02-04-13,7.6396,7.6396,7.6396,7.6397,200,0
ALT,20130401,01-04-13,7.6396,7.7153,7.4884,7.7153,3700,1
ALT,20130329,29-03-13,7.564,7.564,7.564,7.564,200,0
ALT,20130328,28-03-13,7.564,7.564,7.564,7.564,100,0
ALT,20130327,27-03-13,7.4127,7.564,7.4127,7.564,700,0
ALT,20130326,26-03-13,7.4884,7.564,7.4884,7.564,300,0
ALT,20130322,22-03-13,7.7153,7.7909,7.6396,7.6397,8700,0
ALT,20130321,21-03-13,7.8666,7.8666,7.7909,7.791,1000,1
ALT,20130320,20-03-13,7.564,7.7909,7.564,7.7153,3200,1
ALT,20130318,18-03-13,7.564,7.564,7.564,7.564,100,0
ALT,20130314,14-03-13,7.8666,7.9422,7.8666,7.9422,11600,0
ALT,20130308,08-03-13,7.9422,7.9422,7.9422,7.9422,200,1
ALT,20130306,06-03-13,7.564,7.6396,7.564,7.6397,14000,0
ALT,20130304,04-03-13,7.6396,7.6396,7.6396,7.6397,100,0
ALT,20130228,28-02-13,7.9422,7.9422,7.9422,7.9422,200,0
ALT,20130225,25-02-13,7.9422,7.9422,7.9422,7.9422,200,1
ALT,20130222,22-02-13,7.9422,7.9422,7.6396,7.6397,3000,0
ALT,20130221,21-02-13,7.8666,7.8666,7.7909,7.791,3800,0
ALT,20130220,20-02-13,7.8666,7.8666,7.7909,7.8666,400,0
ALT,20130219,19-02-13,8.4717,8.4717,7.6396,7.8666,4100,1
ALT,20130218,18-02-13,8.5473,8.5473,7.7909,7.791,1700,0
ALT,20130207,07-02-13,7.7909,7.7909,7.7909,7.791,1000,0
ALT,20130206,06-02-13,7.564,7.7909,7.564,7.791,1000,0
ALT,20130205,05-02-13,7.4127,7.7909,7.4127,7.791,2300,0
ALT,20130204,04-02-13,8.7742,8.7742,7.7153,7.791,3400,0
ALT,20130201,01-02-13,8.396,8.396,8.0178,8.0179,1700,0
ALT,20130131,31-01-13,8.8499,8.8499,8.8499,8.8499,100,0
ALT,20130130,30-01-13,9.8332,9.8332,9.8332,9.8333,100,0
ALT,20130129,29-01-13,10.8922,10.8922,10.8922,10.8922,100,0
ALT,20130128,28-01-13,12.1024,12.1024,12.1024,12.1025,100,0
ALT,20130116,16-01-13,13.3883,13.3883,13.3883,13.3884,100,0
ALT,20121225,25-12-12,14.8254,14.8254,14.8254,14.8255,100,1
ALT,20121224,24-12-12,13.9178,13.9178,13.9178,13.9178,100,1
ALT,20121220,20-12-12,13.6152,13.6152,13.6152,13.6153,200,1
ALT,20121207,07-12-12,12.7832,12.7832,12.7832,12.7832,100,1
ALT,20121205,05-12-12,12.405,12.405,12.405,12.405,100,1
ALT,20121128,28-11-12,12.0268,12.0268,12.0268,12.0268,100,1
ALT,20121105,05-11-12,11.2704,11.2704,11.2704,11.2704,200,1
ALT,20121024,24-10-12,10.8922,10.8922,10.8922,10.8922,100,1
ALT,20121015,15-10-12,11.2704,11.2704,10.2114,10.2115,400,0
ALT,20121012,12-10-12,10.8922,10.8922,10.8922,10.8922,100,1
ALT,20121005,05-10-12,10.5896,10.5896,10.5896,10.5897,100,1
ALT,20120925,25-09-12,10.514,10.514,10.514,10.514,100,1
ALT,20120918,18-09-12,10.2114,10.2114,10.2114,10.2115,100,1
ALT,20120917,17-09-12,9.6815,9.6815,9.6815,9.6817,100,1
ALT,20120914,14-09-12,9.3203,9.3203,9.3203,9.3205,100,1
ALT,20120913,13-09-12,8.959,8.959,8.959,8.9592,100,1
ALT,20120912,12-09-12,8.4533,8.4533,8.4533,8.4535,100,1
ALT,20120907,07-09-12,8.2365,8.2365,8.2365,8.2367,100,1
ALT,20120906,06-09-12,7.7308,7.7308,7.7308,7.7309,100,1
ALT,20120904,04-09-12,7.2973,7.2973,7.2973,7.2974,200,1
ALT,20120831,31-08-12,6.7915,6.8638,6.7915,6.8639,3100,1
ALT,20120824,24-08-12,6.647,6.647,6.647,6.6472,200,1
ALT,20120823,23-08-12,6.2858,6.2858,6.2135,6.2137,6800,0
ALT,20120822,22-08-12,7.514,7.514,6.647,6.6472,3600,0
ALT,20120821,21-08-12,7.0805,7.0805,7.0805,7.0807,1400,0
ALT,20120820,20-08-12,7.5863,7.5863,7.5863,7.5864,100,0
ALT,20120813,13-08-12,7.8753,7.8753,7.8753,7.8754,100,0
ALT,20120810,10-08-12,7.8753,7.8753,7.8753,7.8754,100,1
ALT,20120808,08-08-12,7.4418,7.4418,7.4418,7.4419,100,1
ALT,20120807,07-08-12,7.0805,7.0805,7.0805,7.0807,200,0
ALT,20120806,06-08-12,7.3695,7.3695,7.3695,7.3697,100,1
ALT,20120803,03-08-12,6.8638,6.936,6.8638,6.9362,200,0
ALT,20120802,02-08-12,7.1528,7.1528,7.1528,7.1529,500,0
ALT,20120730,30-07-12,7.6585,7.6585,7.6585,7.6587,100,0
ALT,20120727,27-07-12,8.1643,8.1643,8.1643,8.1644,100,1
ALT,20120726,26-07-12,7.803,7.803,7.803,7.8032,100,1
ALT,20120725,25-07-12,6.936,7.3695,6.936,7.3697,300,1
ALT,20120724,24-07-12,7.0805,7.0805,7.0083,7.0084,8800,0
ALT,20120723,23-07-12,7.1528,7.1528,7.1528,7.1529,1000,0
ALT,20120720,20-07-12,7.514,7.514,7.1528,7.1529,400,0
ALT,20120719,19-07-12,7.225,7.225,7.1528,7.1529,1100,0
ALT,20120718,18-07-12,7.225,7.225,7.225,7.2252,600,0
ALT,20120717,17-07-12,6.8638,7.225,6.8638,7.2252,7100,1
ALT,20120716,16-07-12,6.7193,7.0805,6.7193,7.0807,2200,0
ALT,20120713,13-07-12,7.225,7.225,7.225,7.2252,200,1
ALT,20120712,12-07-12,6.7915,6.7915,6.7915,6.7917,100,0
ALT,20120711,11-07-12,7.0805,7.0805,7.0805,7.0807,1500,1
ALT,20120710,10-07-12,7.0083,7.0083,7.0083,7.0084,3000,0
ALT,20120709,09-07-12,7.0083,7.0083,7.0083,7.0084,3600,0
ALT,20120706,06-07-12,7.4418,7.4418,7.1528,7.1529,1200,1
ALT,20120705,05-07-12,7.0805,7.0805,7.0805,7.0807,100,1
ALT,20120704,04-07-12,7.2973,7.2973,6.5748,7.0084,400,1
ALT,20120703,03-07-12,6.647,7.0083,6.647,6.9362,4300,0
ALT,20120702,02-07-12,6.7915,7.0083,6.7915,7.0084,900,0
ALT,20120629,29-06-12,7.5863,7.5863,7.225,7.2252,5300,1
ALT,20120628,28-06-12,7.225,7.225,7.1528,7.1529,4700,0
ALT,20120627,27-06-12,7.4418,7.514,7.4418,7.4419,2500,0
ALT,20120626,26-06-12,7.9475,7.9475,7.9475,7.9477,100,1
ALT,20120625,25-06-12,8.2365,8.2365,7.4418,7.4419,3800,0
ALT,20120621,21-06-12,7.8753,7.8753,7.8753,7.8754,500,0
ALT,20120620,20-06-12,8.4533,8.4533,8.4533,8.4535,200,1
ALT,20120619,19-06-12,7.9475,7.9475,7.9475,7.9477,100,1
ALT,20120618,18-06-12,7.803,7.803,7.7308,7.7309,4100,0
ALT,20120615,15-06-12,8.1643,8.1643,8.1643,8.1644,500,0
ALT,20120614,14-06-12,8.1643,8.1643,8.1643,8.1644,200,1
ALT,20120613,13-06-12,7.514,7.9475,7.514,7.9477,500,1
ALT,20120612,12-06-12,8.2365,8.2365,7.7308,7.7309,5900,0
ALT,20120611,11-06-12,8.2365,8.2365,8.2365,8.2367,200,1
ALT,20120608,08-06-12,7.8753,7.8753,7.8753,7.8754,1000,0
ALT,20120607,07-06-12,7.8753,7.8753,7.8753,7.8754,400,1
ALT,20120606,06-06-12,8.0198,8.0198,7.6585,7.6587,1300,1
ALT,20120605,05-06-12,7.5863,7.5863,7.5863,7.5864,16000,0
ALT,20120604,04-06-12,7.5863,7.5863,7.514,7.5864,97000,0
ALT,20120601,01-06-12,8.1643,8.1643,7.5863,7.5864,22200,0
ALT,20120531,31-05-12,7.5863,8.3088,7.5863,8.309,5700,1
ALT,20120530,30-05-12,8.092,8.092,8.0198,8.0199,1600,1
ALT,20120529,29-05-12,7.7308,8.0198,7.6585,7.6587,3400,0
ALT,20120528,28-05-12,8.381,8.381,7.6585,8.1644,9200,0
ALT,20120525,25-05-12,8.1643,8.3088,8.1643,8.1644,2500,0
ALT,20120524,24-05-12,8.1643,8.1643,8.1643,8.1644,100,1
ALT,20120523,23-05-12,7.8753,7.9475,7.3695,7.9477,35300,0
ALT,20120522,22-05-12,7.9475,7.9475,7.8753,7.9477,1300,0
ALT,20120521,21-05-12,7.9475,8.3088,7.9475,8.309,2100,1
ALT,20120518,18-05-12,8.5255,8.5255,7.9475,7.9477,2500,0
ALT,20120517,17-05-12,8.7423,8.7423,7.803,8.5257,8200,1
ALT,20120516,16-05-12,8.3088,8.3088,8.3088,8.309,200,1
ALT,20120515,15-05-12,7.9475,7.9475,7.8753,7.8754,9000,0
ALT,20120514,14-05-12,8.67,8.67,8.092,8.4535,9200,0
ALT,20120511,11-05-12,8.67,8.67,8.67,8.6702,1000,0
ALT,20120510,10-05-12,8.3088,8.67,8.1643,8.6702,8300,1
ALT,20120509,09-05-12,8.2365,8.381,8.092,8.3812,13100,0
ALT,20120508,08-05-12,8.67,8.8145,8.5255,8.598,12800,1
ALT,20120507,07-05-12,8.2365,8.67,8.2365,8.5257,12100,1
ALT,20120504,04-05-12,8.092,8.381,8.092,8.1644,8700,1
ALT,20120503,03-05-12,8.092,8.092,8.092,8.0922,2500,0
ALT,20120502,02-05-12,8.1643,8.1643,8.0198,8.0922,43500,1
ALT,20120427,27-04-12,7.8753,8.0198,7.8753,8.0199,3400,0
ALT,20120426,26-04-12,7.803,8.0198,7.803,8.0199,600,1
ALT,20120425,25-04-12,7.803,7.9475,7.803,7.8754,6700,1
ALT,20120424,24-04-12,8.1643,8.1643,7.5863,7.8032,21700,0
ALT,20120423,23-04-12,8.0198,8.0198,7.803,7.8032,13100,0
ALT,20120420,20-04-12,8.2365,8.2365,8.1643,8.2367,3500,0
ALT,20120419,19-04-12,8.67,8.67,8.2365,8.2367,3300,1
ALT,20120418,18-04-12,8.0198,8.1643,8.0198,8.1644,3400,1
ALT,20120417,17-04-12,7.8753,8.2365,7.8753,8.0199,2900,1
ALT,20120416,16-04-12,8.2365,8.2365,7.7308,7.8754,4400,0
ALT,20120413,13-04-12,7.8753,7.8753,7.8753,7.8754,4700,0
ALT,20120412,12-04-12,7.7308,7.9475,7.6585,7.9477,56400,1
ALT,20120411,11-04-12,7.803,7.803,7.6585,7.7309,3100,1
ALT,20120410,10-04-12,7.514,7.6585,7.514,7.6587,13000,0
ALT,20120409,09-04-12,7.6585,7.6585,7.6585,7.6587,4000,0
ALT,20120406,06-04-12,7.7308,7.7308,7.6585,7.6587,5900,0
ALT,20120405,05-04-12,8.0198,8.0198,7.5863,7.6587,600,1
ALT,20120404,04-04-12,7.6585,7.6585,7.5863,7.5864,6600,0
ALT,20120403,03-04-12,7.514,7.6585,7.514,7.6587,6100,1
ALT,20120330,30-03-12,7.5863,7.6585,7.5863,7.5864,7800,0
ALT,20120328,28-03-12,7.803,7.803,7.7308,7.7309,7300,0
ALT,20120327,27-03-12,7.9475,7.9475,7.8753,7.8754,3500,0
ALT,20120326,26-03-12,7.8753,7.8753,7.8753,7.8754,2400,1
ALT,20120323,23-03-12,7.803,8.0198,7.803,7.8032,6000,0
ALT,20120322,22-03-12,7.803,7.803,7.803,7.8032,3200,1
ALT,20120321,21-03-12,8.0198,8.0198,7.7308,7.7309,6200,0
ALT,20120320,20-03-12,7.7308,7.7308,7.7308,7.7309,1500,0
ALT,20120319,19-03-12,7.803,7.803,7.7308,7.7309,4700,1
ALT,20120316,16-03-12,7.9475,7.9475,7.6585,7.6587,3300,0
ALT,20120315,15-03-12,7.6585,7.803,7.6585,7.6587,7900,1
ALT,20120314,14-03-12,7.9475,7.9475,7.5863,7.5864,2700,0
ALT,20120313,13-03-12,7.7308,7.7308,7.6585,7.6587,1600,1
ALT,20120312,12-03-12,7.803,7.803,7.514,7.5142,2900,1
ALT,20120309,09-03-12,7.3695,7.3695,7.3695,7.3697,700,0
ALT,20120308,08-03-12,7.6585,7.6585,7.514,7.5142,1600,0
ALT,20120307,07-03-12,7.9475,7.9475,7.7308,7.7309,10100,0
ALT,20120306,06-03-12,8.092,8.381,8.092,8.3812,200,1
ALT,20120305,05-03-12,8.1643,8.2365,7.7308,8.2367,14300,1
ALT,20120302,02-03-12,7.5863,7.803,7.2973,7.7309,6100,1
ALT,20120301,01-03-12,7.2973,7.2973,7.2973,7.2974,500,1
ALT,20120229,29-02-12,7.225,7.225,7.225,7.2252,600,1
ALT,20120228,28-02-12,7.225,7.225,7.0083,7.0084,4500,0
ALT,20120227,27-02-12,7.2973,7.514,7.2973,7.5142,1900,1
ALT,20120224,24-02-12,7.0083,7.1528,7.0083,7.1529,1400,1
ALT,20120223,23-02-12,7.0083,7.0805,6.936,7.0807,2100,0
ALT,20120222,22-02-12,7.4418,7.4418,7.4418,7.4419,100,1
ALT,20120220,20-02-12,7.225,7.3695,7.1528,7.2974,2900,0
ALT,20120217,17-02-12,7.4418,7.4418,7.3695,7.4419,1200,1
ALT,20120216,16-02-12,7.1528,7.1528,7.1528,7.1529,200,0
ALT,20120215,15-02-12,7.225,7.225,7.1528,7.1529,400,0
ALT,20120214,14-02-12,7.514,7.514,7.3695,7.3697,400,1
ALT,20120213,13-02-12,7.514,7.514,7.2973,7.2974,300,0
ALT,20120209,09-02-12,7.3688,7.3688,7.3688,7.3693,500,0
ALT,20120208,08-02-12,7.9147,7.9147,7.9147,7.9152,100,0
ALT,20120207,07-02-12,8.0511,8.0511,7.9147,7.9152,200,1
ALT,20120206,06-02-12,7.6418,7.6418,7.6418,7.6423,100,1
ALT,20120203,03-02-12,7.9147,7.9147,7.0959,7.0964,16400,0
ALT,20120202,02-02-12,8.5288,8.5288,7.4371,7.5058,19500,0
ALT,20120201,01-02-12,8.597,8.597,7.8465,7.9152,2000,0
ALT,20120131,31-01-12,8.6652,8.6652,8.2558,8.2564,300,1
ALT,20120130,30-01-12,8.1876,8.7334,7.6418,7.6423,600,0
ALT,20120119,19-01-12,8.1876,8.1876,8.1876,8.1881,1000,0
ALT,20120116,16-01-12,8.3241,8.3241,8.3241,8.3246,2300,0
ALT,20120113,13-01-12,8.9381,8.9381,8.9381,8.9387,100,0
ALT,20120110,10-01-12,8.1876,9.2793,8.1876,9.2799,300,1
ALT,20120104,04-01-12,8.7334,8.7334,8.7334,8.734,100,1
ALT,20120103,03-01-12,8.5288,8.5288,8.5288,8.5293,200,1
ALT,20111230,30-12-11,7.2324,8.1876,7.2324,8.1881,500,1
ALT,20111226,26-12-11,7.71,7.71,7.71,7.7105,100,0
ALT,20111219,19-12-11,8.2558,8.2558,8.2558,8.2564,100,1
ALT,20111214,14-12-11,8.1876,8.1876,8.1876,8.1881,100,1
ALT,20111213,13-12-11,7.7782,7.7782,7.6418,7.6423,200,1
ALT,20111212,12-12-11,7.5053,7.5053,7.5053,7.5058,100,1
ALT,20111209,09-12-11,7.0277,7.0277,7.0277,7.0282,200,1
ALT,20111208,08-12-11,7.5053,7.5053,6.6865,6.7552,19400,0
ALT,20111207,07-12-11,7.9147,7.9147,6.9595,6.9599,1600,0
ALT,20111206,06-12-11,7.4371,7.4371,7.4371,7.4376,2000,0
ALT,20111202,02-12-11,7.9829,7.9829,7.9829,7.9834,100,1
ALT,20111201,01-12-11,7.5053,7.5053,7.5053,7.5058,100,1
ALT,20111130,30-11-11,7.0277,7.0277,7.0277,7.0282,200,1
ALT,20111129,29-11-11,6.6183,6.6183,6.6183,6.6188,100,0
ALT,20111128,28-11-11,6.823,6.9595,6.823,6.9599,4100,0
ALT,20111125,25-11-11,7.1642,7.1642,7.1642,7.1646,1800,0
ALT,20111124,24-11-11,7.6418,7.6418,7.6418,7.6423,100,0
ALT,20111121,21-11-11,8.1194,8.1194,7.7782,7.7787,400,1
ALT,20111118,18-11-11,7.6418,7.6418,7.6418,7.6423,100,1
ALT,20111117,17-11-11,7.3006,7.3006,7.3006,7.3011,100,0
ALT,20111116,16-11-11,7.3006,7.3006,7.3006,7.3011,100,0
ALT,20111115,15-11-11,7.8465,7.8465,7.8465,7.847,100,1
ALT,20111114,14-11-11,7.5735,7.5735,7.5735,7.574,100,1
ALT,20111111,11-11-11,7.7782,7.7782,7.0959,7.0964,9900,0
ALT,20111110,10-11-11,7.5735,7.5735,7.5735,7.574,2000,0
ALT,20111103,03-11-11,8.1194,8.1194,8.1194,8.1199,100,1
ALT,20111031,31-10-11,8.0511,8.0511,8.0511,8.0517,200,1
ALT,20111028,28-10-11,7.5053,8.3923,7.3688,7.3693,1300,0
ALT,20111026,26-10-11,7.9147,7.9147,7.9147,7.9152,500,0
ALT,20111024,24-10-11,8.4605,8.4605,8.4605,8.4611,100,1
ALT,20111021,21-10-11,8.3923,8.3923,8.3923,8.3928,800,0
ALT,20111019,19-10-11,9.0064,9.0064,9.0064,9.007,100,1
ALT,20111018,18-10-11,8.5288,8.5288,8.5288,8.5293,100,1
ALT,20111017,17-10-11,8.4605,8.4605,8.4605,8.4611,100,1
ALT,20111014,14-10-11,7.9147,7.9147,7.9147,7.9152,10000,0
ALT,20111013,13-10-11,8.4605,8.4605,8.4605,8.4611,100,1
ALT,20111012,12-10-11,7.9829,7.9829,7.9829,7.9834,100,1
ALT,20111011,11-10-11,7.5053,7.5053,7.5053,7.5058,1900,0
ALT,20111010,10-10-11,8.0511,8.0511,8.0511,8.0517,200,0
ALT,20111005,05-10-11,8.597,8.597,8.597,8.5976,100,1
ALT,20111004,04-10-11,8.0511,8.0511,8.0511,8.0517,100,1
ALT,20111003,03-10-11,7.9829,7.9829,7.9829,7.9834,100,1
ALT,20110930,30-09-11,7.5735,7.5735,7.5735,7.574,200,1
ALT,20110929,29-09-11,7.71,7.71,7.0277,7.0282,700,0
ALT,20110928,28-09-11,7.6418,7.6418,7.2324,7.2329,1200,0
ALT,20110927,27-09-11,7.2324,7.2324,7.2324,7.2329,900,0
ALT,20110926,26-09-11,8.4605,8.4605,7.4371,7.4376,1100,0
ALT,20110923,23-09-11,7.9829,7.9829,7.9829,7.9834,100,1
ALT,20110922,22-09-11,7.9147,7.9147,7.9147,7.9152,200,1
ALT,20110921,21-09-11,7.9147,7.9147,7.3006,7.3011,1200,0
ALT,20110920,20-09-11,7.9829,7.9829,7.5735,7.574,1700,1
ALT,20110919,19-09-11,8.1194,8.1194,7.3006,7.3011,2700,0
ALT,20110916,16-09-11,7.7782,7.7782,7.3688,7.3693,4000,0
ALT,20110915,15-09-11,8.1194,8.1194,7.71,7.7105,2200,1
ALT,20110914,14-09-11,8.2558,8.2558,7.5735,7.574,500,0
ALT,20110913,13-09-11,8.4605,8.4605,7.7782,7.7787,4300,0
ALT,20110912,12-09-11,8.4605,8.4605,8.1876,8.1881,200,1
ALT,20110909,09-09-11,7.9829,7.9829,7.9829,7.9834,200,1
ALT,20110908,08-09-11,7.5735,7.5735,7.5735,7.574,2000,0
ALT,20110907,07-09-11,7.5053,7.6418,7.5053,7.6423,2000,0
ALT,20110905,05-09-11,7.9829,7.9829,7.9147,7.9152,300,1
ALT,20110901,01-09-11,7.5735,7.5735,7.5735,7.574,200,1
ALT,20110831,31-08-11,7.5053,7.7782,7.0959,7.0964,2400,0
ALT,20110830,30-08-11,7.4371,7.4371,7.3688,7.3693,2200,1
ALT,20110829,29-08-11,7.3688,7.3688,7.3006,7.3011,1100,0
ALT,20110826,26-08-11,7.3688,7.3688,7.3688,7.3693,400,1
ALT,20110825,25-08-11,7.6418,7.6418,7.1642,7.1646,1200,0
ALT,20110824,24-08-11,7.4371,7.4371,7.1642,7.1646,600,0
ALT,20110823,23-08-11,7.71,7.71,7.0277,7.1646,3400,0
ALT,20110822,22-08-11,7.7782,7.7782,7.1642,7.1646,1400,0
ALT,20110819,19-08-11,7.7782,7.7782,7.1642,7.1646,300,0
ALT,20110818,18-08-11,7.9829,7.9829,7.1642,7.1646,1800,0
ALT,20110816,16-08-11,8.0511,8.0511,7.3688,7.3693,1300,0
ALT,20110812,12-08-11,7.71,7.71,7.71,7.7105,200,1
ALT,20110811,11-08-11,7.3006,7.3688,7.3006,7.3693,2400,0
ALT,20110810,10-08-11,7.5053,7.9147,7.5053,7.9152,300,1
ALT,20110809,09-08-11,7.4371,7.4371,7.4371,7.4376,100,1
ALT,20110808,08-08-11,7.2324,7.2324,7.2324,7.2329,2000,0
ALT,20110804,04-08-11,7.7782,7.7782,7.3688,7.3693,4200,0
ALT,20110803,03-08-11,7.3688,7.3688,7.3688,7.3693,1400,0
ALT,20110802,02-08-11,7.8465,7.8465,7.3688,7.3693,8100,0
ALT,20110801,01-08-11,7.3688,7.3688,7.3688,7.3693,1300,1
ALT,20110729,29-07-11,7.1642,7.1642,6.9595,6.9599,9600,0
ALT,20110728,28-07-11,7.4371,7.4371,7.4371,7.4376,5000,0
ALT,20110727,27-07-11,7.4371,7.5053,7.4371,7.5058,2700,0
ALT,20110726,26-07-11,7.9829,7.9829,7.9147,7.9834,4900,0
ALT,20110725,25-07-11,8.5288,8.5288,7.9829,8.0517,7700,1
ALT,20110721,21-07-11,7.9829,7.9829,7.9147,7.9152,2200,1
ALT,20110720,20-07-11,8.1194,8.1194,7.5735,7.574,400,0
ALT,20110719,19-07-11,7.8465,7.8465,7.71,7.7105,1500,0
ALT,20110718,18-07-11,7.7782,7.7782,7.7782,7.7787,1100,1
ALT,20110715,15-07-11,8.3923,8.3923,7.5735,7.574,300,0
ALT,20110714,14-07-11,8.1194,8.1194,7.7782,7.7787,2300,1
ALT,20110713,13-07-11,8.1194,8.1194,7.5735,7.574,500,1
ALT,20110712,12-07-11,8.1194,8.1194,7.5053,7.5058,3000,0
ALT,20110711,11-07-11,7.71,8.2558,7.71,7.7105,6500,0
ALT,20110708,08-07-11,8.2558,8.2558,8.2558,8.2564,100,0
ALT,20110707,07-07-11,8.8699,8.8699,8.8699,8.8705,17000,0
ALT,20110706,06-07-11,9.484,9.484,9.484,9.4846,100,1
ALT,20110704,04-07-11,9.3475,9.3475,8.5288,8.5293,400,0
ALT,20110701,01-07-11,8.9381,8.9381,8.9381,8.9387,100,0
ALT,20110628,28-06-11,9.5522,9.5522,9.5522,9.5528,100,0
ALT,20110623,23-06-11,9.7569,9.7569,9.7569,9.7575,200,1
ALT,20110622,22-06-11,9.2111,9.2111,9.2111,9.2117,100,0
ALT,20110617,17-06-11,9.4157,9.4157,9.4157,9.4164,7400,1
ALT,20110616,16-06-11,8.8017,8.8017,8.8017,8.8023,500,1
ALT,20110615,15-06-11,9.7569,9.7569,8.6652,8.6658,300,0
ALT,20110613,13-06-11,9.5522,9.5522,8.7334,9.2117,400,1
ALT,20110610,10-06-11,9.484,9.484,9.0064,9.007,300,0
ALT,20110609,09-06-11,8.8699,9.1428,8.8699,9.1434,300,0
ALT,20110608,08-06-11,9.1428,9.1428,9.1428,9.1434,200,1
ALT,20110607,07-06-11,8.8699,8.8699,8.8699,8.8705,1100,0
ALT,20110606,06-06-11,9.484,9.484,9.484,9.4846,200,1
ALT,20110603,03-06-11,8.9381,9.0064,8.9381,9.007,200,1
ALT,20110602,02-06-11,8.4605,8.5288,8.3241,8.5293,6500,1
ALT,20110601,01-06-11,7.9829,7.9829,7.9829,7.9834,3700,1
ALT,20110531,31-05-11,7.9147,7.9147,7.4371,7.4376,35800,0
ALT,20110530,30-05-11,8.3241,8.3241,7.8465,7.847,1400,0
ALT,20110527,27-05-11,8.1194,8.1876,8.1194,8.1881,600,0
ALT,20110525,25-05-11,7.8465,8.3241,7.8465,8.3246,900,1
ALT,20110524,24-05-11,8.5288,8.5288,8.1876,8.1881,200,0
ALT,20110523,23-05-11,8.4605,8.4605,8.4605,8.4611,500,0
ALT,20110520,20-05-11,8.2558,8.4605,8.1876,8.4611,3100,1
ALT,20110519,19-05-11,8.3923,8.3923,8.2558,8.2564,5700,0
ALT,20110518,18-05-11,8.8699,8.8699,8.5288,8.5293,800,1
ALT,20110517,17-05-11,8.3241,8.3241,8.3241,8.3246,2000,0
ALT,20110516,16-05-11,9.4157,9.4157,8.5288,8.5293,1900,0
ALT,20110513,13-05-11,8.7334,8.8017,8.7334,8.8023,1200,0
ALT,20110512,12-05-11,9.0746,9.5522,9.0746,9.5528,600,0
ALT,20110511,11-05-11,9.7569,9.7569,9.7569,9.7575,200,0
ALT,20110510,10-05-11,10.4392,10.4392,10.4392,10.4399,500,1
ALT,20110509,09-05-11,9.3475,9.9616,9.3475,9.9622,1100,1
ALT,20110504,04-05-11,10.2345,10.2345,9.5522,9.5528,700,0
ALT,20110429,29-04-11,9.6204,9.6204,9.6204,9.6211,200,1
ALT,20110428,28-04-11,9.5522,9.5522,8.8699,8.9387,2200,1
ALT,20110427,27-04-11,9.6204,9.6204,8.8699,8.8705,2200,0
ALT,20110426,26-04-11,9.0064,9.0064,9.0064,9.007,1300,0
ALT,20110425,25-04-11,10.2345,10.7121,9.3475,9.3481,5700,0
ALT,20110422,22-04-11,10.0298,10.0298,10.0298,10.0305,500,1
ALT,20110421,21-04-11,9.8251,9.8251,9.484,9.4846,700,0
ALT,20110420,20-04-11,9.484,9.484,9.484,9.4846,500,1
ALT,20110419,19-04-11,8.8699,8.8699,8.8699,8.8705,500,0
ALT,20110418,18-04-11,9.484,9.484,9.484,9.4846,2400,0
ALT,20110415,15-04-11,10.1663,10.1663,10.1663,10.1669,200,1
ALT,20110413,13-04-11,9.6204,9.6887,9.6204,9.6893,800,1
ALT,20110408,08-04-11,9.9616,9.9616,8.8699,8.8705,6500,0
ALT,20110407,07-04-11,10.0298,10.0298,9.3475,9.3481,1600,0
ALT,20110406,06-04-11,10.1663,10.1663,9.6887,9.6893,900,0
ALT,20110405,05-04-11,9.8934,9.8934,9.8934,9.894,200,1
ALT,20110404,04-04-11,9.4157,9.4157,9.4157,9.4164,2800,0
ALT,20110401,01-04-11,10.1663,10.1663,9.5522,9.5528,1400,0
ALT,20110331,31-03-11,9.8251,9.8251,9.8251,9.8258,200,1
ALT,20110330,30-03-11,9.5522,9.5522,9.5522,9.5528,500,0
ALT,20110329,29-03-11,10.1663,10.1663,10.1663,10.1669,300,1
ALT,20110325,25-03-11,10.5074,10.5074,9.8934,9.894,2300,0
ALT,20110324,24-03-11,10.8486,10.8486,9.8934,9.894,1600,0
ALT,20110323,23-03-11,11.1897,11.1897,10.0298,10.0305,2000,0
ALT,20110322,22-03-11,11.1215,11.1897,10.0298,10.0305,500,0
ALT,20110321,21-03-11,10.7121,10.7121,10.7121,10.7128,500,1
ALT,20110318,18-03-11,9.8934,10.1663,9.8934,10.1669,1000,1
ALT,20110317,17-03-11,10.4392,10.4392,9.8251,9.8258,3500,0
ALT,20110316,16-03-11,9.8251,9.8251,9.8251,9.8258,3200,0
ALT,20110315,15-03-11,10.4392,10.4392,10.4392,10.4399,100,1
ALT,20110314,14-03-11,11.3944,11.3944,10.0298,10.0305,600,0
ALT,20110311,11-03-11,10.7121,10.8486,10.7121,10.8493,300,1
ALT,20110310,10-03-11,10.1663,10.1663,10.1663,10.1669,100,1
ALT,20110309,09-03-11,9.484,10.1663,9.3475,9.3481,6100,0
ALT,20110308,08-03-11,9.6887,9.6887,9.6204,9.6893,9000,0
ALT,20110307,07-03-11,11.4626,11.5309,10.098,10.0987,8200,0
ALT,20110304,04-03-11,10.8486,10.8486,10.8486,10.8493,500,1
ALT,20110303,03-03-11,11.0533,11.1897,9.8251,9.9622,6100,0
ALT,20110302,02-03-11,10.5757,10.5757,10.4392,10.4399,15200,0
ALT,20110301,01-03-11,11.1897,11.1897,11.1897,11.1905,500,1
