<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>
VCB,20160114,14-01-16,29.0719,29.3501,28.8633,29.0721,641380
VCB,20160113,13-01-16,29.7674,29.837,29.4197,29.4199,448800
VCB,20160112,12-01-16,29.211,29.6979,29.211,29.6981,481040
VCB,20160111,11-01-16,29.3501,29.4892,29.0719,29.1417,742390
VCB,20160108,08-01-16,29.4197,29.6283,29.0024,29.3503,676340
VCB,20160107,07-01-16,29.7674,29.837,29.211,29.559,935460
VCB,20160106,06-01-16,29.5588,30.0456,29.5588,29.9068,699490
VCB,20160105,05-01-16,29.837,30.1847,29.4892,29.559,1133260
VCB,20160104,04-01-16,30.0456,30.602,29.6283,30.0459,761750
VCB,20151231,31-12-15,30.5325,30.9498,30.4629,30.5327,749830
VCB,20151230,30-12-15,30.8107,31.228,30.5325,30.8109,1125780
VCB,20151229,29-12-15,29.5588,30.6716,29.4892,30.6023,1440210
VCB,20151228,28-12-15,29.7674,29.9065,29.5588,29.559,431580
VCB,20151225,25-12-15,29.4197,29.837,29.3501,29.559,587920
VCB,20151224,24-12-15,29.6283,29.7674,29.3501,29.3503,228290
VCB,20151223,23-12-15,29.2806,29.6283,29.211,29.4895,846590
VCB,20151222,22-12-15,29.6979,29.837,29.4197,29.559,502820
VCB,20151221,21-12-15,29.211,29.5588,29.211,29.559,1032900
VCB,20151218,18-12-15,30.2543,30.6716,28.6546,28.6548,3155650
VCB,20151217,17-12-15,30.3934,30.7411,30.3238,30.6023,675360
VCB,20151216,16-12-15,30.2543,30.7411,30.1152,30.2545,663090
VCB,20151215,15-12-15,28.9328,30.3238,28.9328,30.0459,1248200
VCB,20151214,14-12-15,28.9328,29.1415,28.6546,28.933,634120
VCB,20151211,11-12-15,28.6546,29.1415,28.3764,28.7244,579040
VCB,20151210,10-12-15,28.7937,29.0719,28.5155,28.6548,406020
VCB,20151209,09-12-15,29.9761,29.9761,28.6546,28.7939,892100
VCB,20151208,08-12-15,28.3764,30.0456,27.82,29.9763,909680
VCB,20151207,07-12-15,29.2806,29.2806,28.3069,28.3766,1415520
VCB,20151204,04-12-15,29.837,29.837,29.2806,29.4199,483880
VCB,20151203,03-12-15,29.211,29.9761,29.211,29.6286,986090
VCB,20151202,02-12-15,29.3501,29.6979,29.211,29.3503,1737010
VCB,20151201,01-12-15,29.837,30.1847,29.211,29.2808,880030
VCB,20151130,30-11-15,30.7411,30.8107,29.837,29.8372,977620
VCB,20151127,27-11-15,31.3671,31.5757,30.6716,30.8109,673400
VCB,20151126,26-11-15,31.8539,31.993,31.5757,31.576,281040
VCB,20151125,25-11-15,32.2712,32.2712,31.6453,31.9933,391200
VCB,20151124,24-11-15,32.4799,32.4799,31.993,32.1324,402700
VCB,20151123,23-11-15,32.7581,32.8276,32.4799,32.4801,463650
VCB,20151120,20-11-15,32.6885,32.8972,32.6885,32.6888,268060
VCB,20151119,19-11-15,32.9667,32.9667,32.619,32.6888,359250
VCB,20151118,18-11-15,32.6885,33.0363,32.6885,32.8279,302580
VCB,20151117,17-11-15,32.7581,33.384,32.6885,32.8279,448710
VCB,20151116,16-11-15,32.7581,33.1058,32.619,32.7583,426970
VCB,20151113,13-11-15,33.1754,33.2449,32.7581,33.0365,571470
VCB,20151112,12-11-15,33.0363,33.1754,32.4799,33.1061,879940
VCB,20151111,11-11-15,33.5927,33.8013,33.1754,33.1756,491500
VCB,20151110,10-11-15,34.0795,34.1491,33.5927,33.5929,613510
VCB,20151109,09-11-15,33.384,34.2882,33.2449,34.1493,1119460
VCB,20151106,06-11-15,33.3145,33.7318,32.8972,33.3843,832310
VCB,20151105,05-11-15,33.2449,33.4536,33.1754,33.3147,374890
VCB,20151104,04-11-15,33.5927,33.9404,33.5231,33.5234,935950
VCB,20151103,03-11-15,33.1754,33.5231,32.7581,33.5234,715650
VCB,20151102,02-11-15,33.1754,33.7318,33.1058,33.1756,1229570
VCB,20151030,30-10-15,32.4799,33.1754,32.4799,33.1756,1711470
VCB,20151029,29-10-15,32.1321,32.4799,31.993,32.4801,758130
VCB,20151028,28-10-15,32.4103,32.4799,31.993,32.0628,662770
VCB,20151027,27-10-15,32.4103,32.619,32.2712,32.4106,395950
VCB,20151026,26-10-15,32.7581,32.8276,32.4799,32.4801,758050
VCB,20151023,23-10-15,32.4103,32.7581,32.3408,32.6192,760300
VCB,20151022,22-10-15,31.993,32.1321,31.7148,32.1324,360190
VCB,20151021,21-10-15,31.5757,32.4103,31.5757,31.7151,664260
VCB,20151020,20-10-15,32.0626,32.0626,31.5062,31.576,939520
VCB,20151019,19-10-15,32.4799,32.4799,31.993,31.9933,872090
VCB,20151016,16-10-15,32.4799,33.2449,32.4799,32.4801,682110
VCB,20151015,15-10-15,32.9667,33.1058,32.7581,32.967,504420
VCB,20151014,14-10-15,32.8276,33.3145,32.8276,32.8279,921110
VCB,20151013,13-10-15,33.2449,33.384,33.0363,33.3147,738570
VCB,20151012,12-10-15,32.5494,33.6622,32.4103,33.4538,1523040
VCB,20151009,09-10-15,33.0363,33.0363,32.3408,32.341,711050
VCB,20151008,08-10-15,31.5757,32.7581,31.5757,32.6192,1338160
VCB,20151007,07-10-15,31.7148,32.2712,31.4366,31.4369,1526700
VCB,20151006,06-10-15,30.602,31.5757,30.602,31.5064,1309620
VCB,20151005,05-10-15,30.1152,30.3934,29.9065,30.2545,336080
VCB,20151002,02-10-15,29.9761,30.2543,29.6979,29.9068,413940
VCB,20151001,01-10-15,29.9065,30.0456,29.837,29.9068,280230
VCB,20150930,30-09-15,29.9761,30.1847,29.837,29.8372,343930
VCB,20150929,29-09-15,29.6979,29.837,29.4197,29.7677,906190
VCB,20150928,28-09-15,30.6716,30.6716,29.9065,29.9068,1007870
VCB,20150925,25-09-15,30.6716,30.8107,30.5325,30.6023,468130
VCB,20150924,24-09-15,31.0889,31.2975,30.6716,30.6718,551100
VCB,20150923,23-09-15,30.8802,31.0193,30.602,30.95,748260
VCB,20150922,22-09-15,31.0889,31.3671,30.8802,31.0196,297400
VCB,20150921,21-09-15,31.0889,31.1584,30.602,31.0891,368840
VCB,20150918,18-09-15,30.602,31.1584,30.602,30.6023,3095740
VCB,20150917,17-09-15,30.8107,30.8107,30.3238,30.3241,389220
VCB,20150916,16-09-15,29.9065,30.6716,29.9065,30.6023,573270
VCB,20150915,15-09-15,30.0456,30.1847,29.6283,29.6981,728090
VCB,20150914,14-09-15,31.0889,31.7844,30.0456,30.0459,1161100
VCB,20150911,11-09-15,31.6453,32.0626,31.0193,31.1587,892160
VCB,20150910,10-09-15,31.2975,32.5494,31.1584,31.9933,1389010
VCB,20150909,09-09-15,31.5062,32.4103,31.2975,31.8542,1813760
VCB,20150908,08-09-15,29.2806,30.8802,29.211,30.8805,2703220
VCB,20150907,07-09-15,29.211,29.6283,29.1415,29.2808,593370
VCB,20150904,04-09-15,28.9328,29.4197,28.9328,29.2112,545040
VCB,20150903,03-09-15,29.4197,29.7674,28.7242,28.933,1436900
VCB,20150901,01-09-15,29.6283,29.9065,29.211,29.559,657910
VCB,20150831,31-08-15,30.2543,30.3238,29.5588,29.559,1309110
VCB,20150828,28-08-15,28.9328,30.1847,28.9328,30.185,2136610
VCB,20150827,27-08-15,29.0024,29.7674,28.7242,28.933,1471170
VCB,20150826,26-08-15,27.8896,29.0719,27.8896,28.5157,1029560
VCB,20150825,25-08-15,26.429,28.3069,26.429,27.8898,1945960
VCB,20150824,24-08-15,29.211,29.211,27.4723,27.4725,2073440
VCB,20150821,21-08-15,29.3501,29.4892,28.2373,29.4895,1153140
VCB,20150820,20-08-15,29.7674,30.2543,29.3501,29.8372,768710
VCB,20150819,19-08-15,29.4197,30.2543,28.6546,30.1154,1125290
VCB,20150818,18-08-15,28.5155,29.5588,28.3764,29.559,1044970
VCB,20150817,17-08-15,30.1847,30.4629,28.0287,28.5157,1552820
VCB,20150814,14-08-15,30.602,30.8802,29.4892,30.1154,1536800
VCB,20150813,13-08-15,31.6453,31.6453,30.5325,30.6023,1183060
VCB,20150812,12-08-15,32.4103,32.5494,31.5062,31.6455,1038470
VCB,20150811,11-08-15,32.5494,33.3145,32.2017,32.7583,1507950
VCB,20150810,10-08-15,31.0193,32.2712,31.0193,32.2715,412410
VCB,20150807,07-08-15,31.3671,31.5062,30.602,31.2282,1371930
VCB,20150806,06-08-15,32.0626,32.619,31.228,31.3673,892770
VCB,20150805,05-08-15,32.0626,32.5494,31.7844,32.0628,1028160
VCB,20150804,04-08-15,33.1754,33.4536,31.993,31.9933,747010
VCB,20150803,03-08-15,34.6359,34.6359,32.5494,33.3147,1106740
VCB,20150731,31-07-15,35.8183,35.8183,34.7055,34.7057,373390
VCB,20150730,30-07-15,35.4705,35.4705,34.775,35.4708,320770
VCB,20150729,29-07-15,35.8183,36.166,35.4705,35.4708,396810
VCB,20150728,28-07-15,35.8183,36.8615,35.4705,35.8186,748360
VCB,20150727,27-07-15,35.1228,35.8183,34.775,35.4708,925380
VCB,20150724,24-07-15,35.8183,36.166,35.1228,35.123,353890
VCB,20150723,23-07-15,36.5138,36.8615,35.8183,35.8186,399180
VCB,20150722,22-07-15,34.2186,36.5138,34.0795,36.1663,1103990
VCB,20150721,21-07-15,34.3577,35.1228,34.01,34.2189,605660
VCB,20150720,20-07-15,35.4705,35.4705,34.2882,34.358,426470
VCB,20150717,17-07-15,35.8183,36.166,35.4705,35.4708,343320
VCB,20150716,16-07-15,35.4705,36.166,34.775,35.4708,375790
VCB,20150715,15-07-15,36.5138,36.5138,35.4705,35.4708,400670
VCB,20150714,14-07-15,36.5138,36.8615,34.775,36.5141,514730
VCB,20150713,13-07-15,36.8615,37.2093,36.166,36.5141,525230
VCB,20150710,10-07-15,37.557,37.557,36.5138,36.5141,464880
VCB,20150709,09-07-15,35.8183,37.9048,35.1228,36.5141,1079840
VCB,20150708,08-07-15,37.557,37.9048,35.1228,36.1663,1655430
VCB,20150707,07-07-15,37.557,38.948,37.2093,37.5573,1003450
VCB,20150706,06-07-15,37.9048,38.6003,36.8615,37.9051,1229700
VCB,20150703,03-07-15,35.8183,38.2525,35.8183,37.9051,784290
VCB,20150702,02-07-15,33.6622,35.8183,33.5927,35.8186,977550
VCB,20150701,01-07-15,33.9404,34.01,32.8972,33.732,543510
VCB,20150630,30-06-15,32.4103,34.01,32.4103,33.9407,1268430
VCB,20150629,29-06-15,30.7411,32.8276,30.6716,32.6888,801070
VCB,20150626,26-06-15,32.4799,32.619,31.0889,31.0891,689150
VCB,20150625,25-06-15,31.9201,32.2604,31.6479,31.9244,497890
